"","kgut","GFR_base","eta_ptKreab_base","eta_LoHKreab","eta_ptKreab_highK","dtKsec_eq","A_dtKsec","B_dtKsec","alpha_TGF","A_cdKreab","ALD_eq","m_K_ALDO","FF","A_insulin","B_insulin","alpha_al","beta_al"
"1",25.5464365415461,-12.6734806787115,10.0445116047496,10.4520356425918,13.3327739393265,-25.5934933286668,-36.4483241120993,-24.6141984970379,11.5875092400636,59.4581606871558,5.04914610624567,-3.99058535286862,-31.7989942610926,9.10189263871374,34.2186072032883,99.8710717951697,19.7528461975724
"2",89.7600741340649,-11.1196074925499,27.0028326041611,30.986164098221,15.5473176020704,-70.538230250024,-99.5254659151597,-120.083581340141,3.75436397508608,119.338509830524,5.64035819001852,4.77886223595909,-136.56147620535,9.14782918542862,23.1007431680801,98.9016334915455,7.99776047235454
"3",159.148456580142,-11.2359135888687,17.1973282275531,18.8401967144026,106.664906882712,-257.495466071805,-86.7193846232598,-69.7821966437594,-8.20778746876187,297.404569503288,0.512643371087194,12.6752301889707,-192.760542637871,1.86258563955335,31.6642147236802,70.0268930864275,44.8434652550105
"4",30.9848543532132,-47.4887293318163,93.7957516535071,158.105447159245,680.568958657423,-95.9570628471468,-64.4399895676845,-81.752876745718,-32.8570197958086,211.53908158132,68.983135653426,44.5139565278009,-126.232316242552,0,3.80267361522641,83.0629699833296,96.2633508268237
"5",170.806148520959,-36.5366250447798,44.1513188993627,79.3052448387067,230.161447652647,-130.470212361749,-175.520992387938,-184.181112453575,31.7977462749889,467.594988697113,23.3865403906738,58.9888914883491,-107.919200809785,19.6079537085771,44.4182889394699,74.0345266012009,51.856593938912
"6",41.0348924811795,-25.1479933192769,27.3551287504556,7.37932576035327,28.3168118413933,-52.6401655199887,-50.917160462091,-41.1616486110618,37.9899582857298,67.0411667782412,2.31085682076149,-0.649229826874276,-30.5707711998527,12.9389761504412,18.9587377702034,79.8285567596243,4.86533436510719
"7",98.4057739688881,-2.94233226721616,35.6985151992563,87.1657641801016,227.928010936382,-174.39801655162,-178.440063603917,-293.805043716641,1.44512381714975,327.075939152702,-6.26827547627826,-3.24438141508054,-199.816310659862,0,0,70.2050627693805,88.6954371797438
"8",121.65490741485,-9.29973343561131,10.4208628064583,138.815373299594,299.176492030138,-135.535898328752,-157.960528874484,-95.9759792990172,-6.02213024337857,324.656765783671,5.16642625353313,11.3400176664413,-92.2291861933395,15.6370437649304,35.9126318727073,33.1267564886304,57.547074503401
"9",18.9063838003432,-59.5465564229074,66.9744277757167,70.6931141258837,150.458673618022,-77.0965084855075,-60.0861888852034,-62.0832213784777,49.4967375287015,409.910802338943,44.3995894313693,62.6098262360406,-57.9598252138669,9.74130514387753,33.0118290038808,35.2657217220633,54.6515361074367
"10",15.4940259715414,-14.6871743422491,25.3839551336464,9.89846038991601,1.19800327169962,-37.6624298686495,-32.9479614636079,-42.3148043844737,13.6586193905469,64.6297805397096,10.3626098155477,0.611469007114707,-40.9451666219095,6.13158836924441,5.00423431841093,90.9330120152746,9.34649839265184
