"","kgut","GFR_base","eta_ptKreab_base","eta_LoHKreab","eta_ptKreab_highK","dtKsec_eq","A_dtKsec","B_dtKsec","alpha_TGF","A_cdKreab","ALD_eq","m_K_ALDO","FF","A_insulin","B_insulin","alpha_al","beta_al"
"1",55.426554335794,0.627422688537535,-0.305842584404559,293.930048314156,982.557436564854,-173.896548015464,-135.699378156,-113.093771538533,0.00294043750386663,57.689129848992,-0.215569047293229,5.19133064247455,-137.520114219481,4.24082612714358,9.07260453801938,9.07635134678572,17.5830672501843
"2",226.293261983062,-33.5245924511507,27.8904392276728,118.906648402668,232.110243160869,-125.409531302842,-126.955532606297,-167.333363333404,-12.6463390395003,198.823959208609,42.6759634043606,27.6082322451907,-45.0663888280365,24.1596146118505,40.7371483881667,92.5047295504287,67.1149331814387
"3",57.0748875059994,-33.3758822316477,84.9352305829095,89.0877901883841,187.125048404443,-82.1968344911257,-149.487798117934,-152.650787172492,-43.6869698344525,293.739144966308,38.2626877464537,33.8954919855449,-160.096722304645,28.3577739065883,65.0592742006849,74.6342335880728,55.2075021510173
"4",12.6419218673554,-17.6278583535938,23.8313416793331,18.8944872095432,34.0563123954417,-23.2791721868148,-55.7435633168172,-31.1741489045337,1.16198125940002,49.2419160071834,49.0283482530553,-3.82768519130423,-29.6604201281832,11.0732823974207,40.7900477718917,113.930185076841,19.1895557805645
"5",168.679511802133,-18.3090600978929,14.8704916750449,56.9393672802135,223.318011925305,-94.7968620514778,-83.5762150811768,-106.464684941544,-7.39830040695409,153.893445810456,17.1522103696022,38.6787115949657,-125.046627338706,26.2035383447981,21.9890247500785,79.7946626077974,31.1801559124204
"6",96.8425069718121,-26.6077217463039,45.9648975167296,79.824512760839,135.212443024396,-151.286312068929,-122.618489163625,-210.69731364525,-2.11180875495671,475.509472048338,34.8695280783966,25.4435993362375,-97.6165150823971,14.2746910694251,1.94960725743613,49.7915522683806,41.4506303217564
"7",157.295497728644,-22.981427678618,58.7733606851645,129.745548959103,335.989398883247,-95.5653026653101,-201.620482608143,-305.729474331598,-11.2489649648791,490.688235753568,26.9131959626701,25.283976882255,-116.451948245357,14.3133509082546,33.716514298914,30.3772228769171,50.7931357189511
"8",54.3461235220115,-31.2969897448051,25.7954315928856,23.7596304282304,33.6227968047267,-56.5503918679514,-78.4956727192795,-140.500911935146,4.39895393770769,120.411810157936,17.1399826590029,1.62106906781858,-60.1160124075928,25.3619749174136,31.1665106336632,104.922250057749,24.1154659397733
"9",62.6649261364088,-34.6237448639526,51.9638340635497,142.073877296018,191.647296777084,-113.916978012048,-183.909577467839,-163.947730590559,46.3797370546805,177.869237613577,57.2342365956308,66.3517458418147,-151.583851324634,14.5113882066424,24.3750144281432,77.6314492647082,46.8987782443699
"10",90.8515840441365,-1.73869465682982,2.88724646871714,5.53581279310883,23.7050525132876,-55.7168101485898,-129.845712069829,-78.08088820572,0.615840144330307,97.916533789065,-15.9971968899368,22.9743954652615,-56.1965908930291,0,0,63.1739519564076,5.35527264982541
"11",45.2768109554531,-55.7287469002136,131.336347337693,56.0376056357045,87.1163400809599,-76.6748025616877,-177.572977034668,-167.075699839904,29.113618832655,357.39724556189,57.3533013297642,105.728319478227,-74.8511812552766,2.01158709987936,2.14252216387578,81.8292447617657,86.8560761325415
"12",260.38727621739,-19.2853098672543,23.1491013224805,88.6206646183649,332.160321589932,-237.987209730467,-194.281002106968,-320.693127955137,-10.333008293768,271.489088231945,16.6697509712083,9.74561250578531,-139.488157935569,14.8221925904866,23.0315593769319,43.8345435121565,38.9724692318137
"13",100.976562264226,-18.3302627544126,24.0509982124695,66.4836151891189,304.556672794921,-127.098686711366,-223.953747158492,-180.391443732727,-8.65771551625499,333.839099316066,9.12159903284064,20.1926533377103,-116.196381835515,30.1968681868731,45.3654008585937,83.9561765664074,51.1887366083934
